"audit_id","timestamp","normativo_id","normativo_tipo","normativo_numero","normativo_ano","normativo_titulo","avaliacao_tipo","avaliacao_origem","classificacao_final","classificacao_anterior","racional_classificacao","reasoning_layer_aplicado","decision_map_aplicado","avaliacao_risco","racional_risco","pilares_risco_detalhado","resumo_logica","areas_responsaveis","feedback_id","feedback_tipo","feedback_autor","feedback_texto","correcao_aplicada","nova_logica_pos_correcao","politicas_impactadas","palavras_chave_matched","texto_integral_fonte","confianca_analise","confianca_score","sla_tempo_segundos","observacoes","github_commit_sha","slack_message_ts"
"audit_2026_06_16_da2f768e","2026-06-16T19:00:33.177961","in_bcb_744_de_12_06_2026_monitorar","Instrução Normativa BCB","","2026","Geral","reanalise_feedback","incorporar_feedback","","","Feedback de unknown: IN BCB 744 de 12/06/2026 MONITORAR","","","","","","","","slack_1781308899.551779_1781308899.551779","Corretivo — MONITORAR","unknown","IN BCB 744 de 12/06/2026 MONITORAR","Classificação confirmada","IN BCB 744 de 12/06/2026 MONITORAR","","","","alta","0.85","-1","Incorporado por incorporar_feedback.py em 2026-06-12","",""
"audit_2026_06_16_6889e467","2026-06-16T19:00:33.178730","resolucao_cmn_5","Instrução Normativa BCB","5","2026","Resolucao CMN 5","reanalise_feedback","incorporar_feedback","","","Feedback de unknown: Resolucao CMN 5.308 de 11/06/2026 MONITORAR","","","","","","","","slack_1781222472.127139_1781222472.127139","Corretivo — MONITORAR","unknown","Resolucao CMN 5.308 de 11/06/2026 MONITORAR","Classificação confirmada","Resolucao CMN 5.308 de 11/06/2026 MONITORAR","","","","alta","0.85","-1","Incorporado por incorporar_feedback.py em 2026-06-11","",""
"audit_2026_06_16_e894b317","2026-06-16T16:00:40.383352-03:00","normativos_52927","Instrução Normativa BCB","746","2026","BC - Instrução Normativa BCB N° 746 de 16/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 746 (2026). Reasoning Layer aplicado: A IN BCB nº 746 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 512, de 30 de agosto de 2024, que dispõe sobre os limites de valor para as transações no âmbito do pix, para ajustar dispositivos relacionados ao limite de valor qu Temas a acompanhar: pagamento, pix.. Racional base:","A IN BCB nº 746 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 512, de 30 de agosto de 2024, que dispõe sobre os limites de valor para as transações no âmbito do pix, para ajustar dispositivos relacionados ao limite de valor qu Temas a acompanhar: pagamento, pix.","A IN BCB nº 746 não é diretamente aplicável mas deve ser monitorada pois altera a instrução normativa bcb nº 512, de 30 de agosto de 2024, que dispõe sobre os limites de valor para as transações no âmbito do pix, para ajustar dispositivos relacionados ao limite de valor qu Temas a acompanhar: pagamento, pix.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: MÉDIO (2/4) | Justificativa: Obrigações regulatórias identificadas: deve. | Evidências: deve
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.33/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.33/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Obrigações regulatórias identificadas: deve."", ""evidencias"": [""deve""]}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.3333333333333333, ""justificativa"": ""Score médio ponderado: 1.33/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Produtos"", ""Produtos"", ""Fraudes/Risk (coordenação)"", ""Risco/Fraudes (avaliação)"", ""DPO (coordenação e conformidade LGPD)""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","null","null"
"audit_2026_06_17_fea77844","2026-06-17T00:00:54.388014","instru__o_normativa_bcb_n__745","Instrução Normativa BCB","745","2026","Instrução Normativa BCB Nº 745","reanalise_feedback","incorporar_feedback","","","Feedback de U097D4HTGJY: :white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 745 de 15/06/2026 Feedback: `Confirmo` — classificação corr…","","","","","","","","slack_1781550116.095279_1781633031.291959","Corretivo — MONITORAR","U097D4HTGJY",":white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 745 de 15/06/2026 Feedback: `Confirmo` — classificação corr…","Classificação confirmada",":white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 745 de 15/06/2026 Feedback: `Confirmo` — classificação corr…","","","","alta","0.85","-1","Incorporado por incorporar_feedback.py em 2026-06-16","",""
"audit_2026_06_17_68ecafb4","2026-06-17T00:00:54.388685","instru__o_normativa_bcb_n__744","Instrução Normativa BCB","744","2026","Instrução Normativa BCB Nº 744","reanalise_feedback","incorporar_feedback","","","Feedback de U097D4HTGJY: :white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 744 de 12/06/2026 Feedback: `MONITORAR` — classificação reg…","","","","","","","","slack_1781308899.551779_1781633039.170559","Corretivo — MONITORAR","U097D4HTGJY",":white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 744 de 12/06/2026 Feedback: `MONITORAR` — classificação reg…","Classificação confirmada",":white_check_mark: Feedback registrado com sucesso!  Normativo: Instrução Normativa BCB Nº 744 de 12/06/2026 Feedback: `MONITORAR` — classificação reg…","","","","alta","0.85","-1","Incorporado por incorporar_feedback.py em 2026-06-16","",""
"audit_2026_06_16_95324b59","2026-06-16T21:01:21.297298-03:00","normativos_52930","Normativo BCB","4","2026","BC - Resolução Coseg N° 4 de 16/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Normativo BCB nº 4 (2026). Reasoning Layer aplicado: A Normativo BCB nº 4 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em curitiba. Temas a acompanhar: banco.. Racional base:","A Normativo BCB nº 4 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em curitiba. Temas a acompanhar: banco.","A Normativo BCB nº 4 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em curitiba. Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","51caa52f66da3d7ebe4142a06be1adeadd519b1a","null"
"audit_2026_06_16_94bafaea","2026-06-16T21:01:38.443125-03:00","normativos_52929","Normativo BCB","3","2026","BC - Resolução Coseg N° 3 de 16/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Normativo BCB nº 3 (2026). Reasoning Layer aplicado: A Normativo BCB nº 3 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belém. Temas a acompanhar: banco.. Racional base:","A Normativo BCB nº 3 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belém. Temas a acompanhar: banco.","A Normativo BCB nº 3 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belém. Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","1ca6d99c5bd7423badf8eac9ed9ff0516faa0eb1","null"
"audit_2026_06_16_441733a8","2026-06-16T21:01:58.538654-03:00","normativos_52928","Normativo BCB","2","2026","BC - Resolução Coseg N° 2 de 16/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Normativo BCB nº 2 (2026). Reasoning Layer aplicado: A Normativo BCB nº 2 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belo horizonte. Temas a acompanhar: banco.. Racional base:","A Normativo BCB nº 2 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belo horizonte. Temas a acompanhar: banco.","A Normativo BCB nº 2 não é diretamente aplicável mas deve ser monitorada pois divulga o regulamento do edifício-sede do banco central do brasil, em belo horizonte. Temas a acompanhar: banco.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.00/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.00/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.0, ""justificativa"": ""Score médio ponderado: 1.00/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","155e9bba642e22dce5af7328fd213e9c1b45ff8b","null"
"audit_2026_06_17_af0ff783","2026-06-17T15:54:52.475037-03:00","normativos_52931","Instrução Normativa BCB","747","2026","BC - Instrução Normativa BCB N° 747 de 17/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Instrução Normativa BCB nº 747 (2026). Reasoning Layer aplicado: A IN BCB nº 747 não se aplica ao iFood Pago porque estabelece os procedimentos para a prestação de informações ao banco central do brasil relativas ao serviço de pagamento ou transferência internacional – efx, de que trata o título v da resolução bcb nº 277, de 31 de dezembro de 2022, e relativas às operações de câmbio conduzidas por meio de agência. Racional base:","A IN BCB nº 747 não se aplica ao iFood Pago porque estabelece os procedimentos para a prestação de informações ao banco central do brasil relativas ao serviço de pagamento ou transferência internacional – efx, de que trata o título v da resolução bcb nº 277, de 31 de dezembro de 2022, e relativas às operações de câmbio conduzidas por meio de agência","A IN BCB nº 747 não se aplica ao iFood Pago porque estabelece os procedimentos para a prestação de informações ao banco central do brasil relativas ao serviço de pagamento ou transferência internacional – efx, de que trata o título v da resolução bcb nº 277, de 31 de dezembro de 2022, e relativas às operações de câmbio conduzidas por meio de agência","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","15c4600143c93527c7ea6b6a33b2a074d0accfbc","null"
"audit_2026_06_18_c8b6a1e9","2026-06-18T15:55:40.269469-03:00","normativos_52932","Instrução Normativa BCB","748","2026","BC - Instrução Normativa BCB N° 748 de 18/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Instrução Normativa BCB nº 748 (2026). Reasoning Layer aplicado: A IN BCB nº 748 não é diretamente aplicável mas deve ser monitorada pois define os procedimentos para a verificação do cumprimento dos limites mínimos de capital social integralizado e de patrimônio líquido, para fins de participação no pix na modalidade de provedor de con Temas a acompanhar: capital.. Racional base:","A IN BCB nº 748 não é diretamente aplicável mas deve ser monitorada pois define os procedimentos para a verificação do cumprimento dos limites mínimos de capital social integralizado e de patrimônio líquido, para fins de participação no pix na modalidade de provedor de con Temas a acompanhar: capital.","A IN BCB nº 748 não é diretamente aplicável mas deve ser monitorada pois define os procedimentos para a verificação do cumprimento dos limites mínimos de capital social integralizado e de patrimônio líquido, para fins de participação no pix na modalidade de provedor de con Temas a acompanhar: capital.","BAIXO","| Pilar | Nível | Motivo |
|---|---|---|
| ⚙️ Operacional | 3 | Necessidade de monitoramento contínuo e adequação de processos internos. |
| ⚖️ Regulatório | 4 | Requisito obrigatório para participação no Pix, com impacto direto na conformidade regulatória. |
| 💰 Financeiro | 3 | Potencial necessidade de recomposição de capital ou patrimônio líquido. |
| 👥 Clientes | 2 | Impacto indireto, mas relevante para a continuidade das operações no Pix. |

--- Cálculo determinístico ---
[Impacto Operacional] Score: ALTO (3/4) | Justificativa: Impacto em processos operacionais: api, procedimento. | Evidências: api, procedimento
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: MÉDIO (2/4) | Justificativa: Impacto moderado em clientes (não especificado): sac. | Evidências: sac

Score consolidado: BAIXO (média ponderada: 1.67/4.0, divisor 4.5)
Lógica: Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.67/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""ALTO"", ""score_numerico"": 3, ""justificativa"": ""Impacto em processos operacionais: api, procedimento."", ""evidencias"": [""api"", ""procedimento""]}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Impacto moderado em clientes (não especificado): sac."", ""evidencias"": [""sac""]}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.6666666666666667, ""justificativa"": ""Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.67/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Produtos"", ""Financeiro / Tesouraria"", ""Tecnologia / Produtos"", ""Fraudes/Risk (coordenação)""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","c5a5d3ff3666892ee42dfaf629e12af6234efb0f","null"
"audit_2026_06_18_91590c98","2026-06-18T21:05:03.385024-03:00","normativos_52934","Resolução BCB","575","2026","BC - Resolução BCB N° 575 de 18/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução BCB nº 575 (2026). Reasoning Layer aplicado: A Res. BCB nº 575 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 277, de 31 de dezembro de 2022, e a resolução bcb nº 278, de 31 de dezembro de 2022, para dispor sobre contas de depósito em moeda estrangeira tituladas por pessoas jurídicas Temas a acompanhar: depósito, capital.. Racional base:","A Res. BCB nº 575 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 277, de 31 de dezembro de 2022, e a resolução bcb nº 278, de 31 de dezembro de 2022, para dispor sobre contas de depósito em moeda estrangeira tituladas por pessoas jurídicas Temas a acompanhar: depósito, capital.","A Res. BCB nº 575 não é diretamente aplicável mas deve ser monitorada pois altera a resolução bcb nº 277, de 31 de dezembro de 2022, e a resolução bcb nº 278, de 31 de dezembro de 2022, para dispor sobre contas de depósito em moeda estrangeira tituladas por pessoas jurídicas Temas a acompanhar: depósito, capital.","BAIXO","[Impacto Operacional] Score: ALTO (3/4) | Justificativa: Impacto em processos operacionais: api. | Evidências: api
[Impacto Regulatório] Score: MÉDIO (2/4) | Justificativa: Obrigações regulatórias identificadas: deve. | Evidências: deve
[Impacto Financeiro] Score: BAIXO (1/4) | Justificativa: Impacto financeiro não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.78/4.0, divisor 4.5)
Lógica: Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.78/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""ALTO"", ""score_numerico"": 3, ""justificativa"": ""Impacto em processos operacionais: api."", ""evidencias"": [""api""]}, ""regulatorio"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Obrigações regulatórias identificadas: deve."", ""evidencias"": [""deve""]}, ""financeiro"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto financeiro não identificado ou mínimo."", ""evidencias"": []}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.7777777777777777, ""justificativa"": ""Pilares ALTOS: Impacto Operacional. Score médio ponderado: 1.78/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[""Risco de Crédito"", ""Financeiro / Tesouraria"", ""Tecnologia / Produtos"", ""Product/Crédito (definição de preços)"", ""Cobrança/Recovery (execução)"", ""Tesouraria/Crédito""]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","72a3dda365aad48f3de45ae2ff899c7d5900224f","null"
"audit_2026_06_18_42282bb2","2026-06-18T21:05:07.622651-03:00","normativos_52933","Resolução BCB","574","2026","BC - Resolução BCB N° 574 de 18/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Resolução BCB nº 574 (2026). Reasoning Layer aplicado: A Res. BCB nº 574 não se aplica ao iFood Pago porque altera a resolução bcb nº 277, de 31 de dezembro de 2022, que regulamenta o mercado de câmbio, para dispor sobre a prestação de informações relativas a operações com ativos virtuais nesse mercado.. Racional base:","A Res. BCB nº 574 não se aplica ao iFood Pago porque altera a resolução bcb nº 277, de 31 de dezembro de 2022, que regulamenta o mercado de câmbio, para dispor sobre a prestação de informações relativas a operações com ativos virtuais nesse mercado.","A Res. BCB nº 574 não se aplica ao iFood Pago porque altera a resolução bcb nº 277, de 31 de dezembro de 2022, que regulamenta o mercado de câmbio, para dispor sobre a prestação de informações relativas a operações com ativos virtuais nesse mercado.","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","ALTA","0.5","0","","bd1d22eb8fc8894ccaf8047a4c90466e1129d1dd","null"
"audit_2026_06_19_53e60e7e","2026-06-19T15:55:00.150552-03:00","normativos_52935","Instrução Normativa BCB","749","2026","BC - Instrução Normativa BCB N° 749 de 19/06/2026","inicial","pipeline_bcb","NÃO APLICÁVEL","null","Normativo: Instrução Normativa BCB nº 749 (2026). Reasoning Layer aplicado: A IN BCB nº 749 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 85, de 10 de março de 2021, que estabelece os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 3º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimento. Racional base:","A IN BCB nº 749 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 85, de 10 de março de 2021, que estabelece os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 3º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimento","A IN BCB nº 749 não se aplica ao iFood Pago porque altera a instrução normativa bcb nº 85, de 10 de março de 2021, que estabelece os procedimentos para a remessa das informações relativas às apurações de limites e padrões regulamentares de que trata o art. 3º da resolução bcb nº 69, de 10 de fevereiro de 2021, bem como as instruções de preenchimento","","","{}","Normativo fora do escopo iFood Pago","[]","null","null","null","null","null","null","[]","[]","ementa","MÉDIA","0.5","0","","e2a2e93e6192e72d3d94653595f51268ffb7b3de","null"
"audit_2026_06_19_3bfa1b0b","2026-06-19T21:04:49.405757-03:00","normativos_52937","Resolução CMN","5.309","2026","BC - Resolução CMN N° 5.309 de 19/06/2026","inicial","pipeline_bcb","MONITORAR","null","Normativo: Resolução CMN nº 5.309 (2026). Reasoning Layer aplicado: A Res. CMN nº 5.309 não é diretamente aplicável mas deve ser monitorada pois estabelece as condições, os encargos financeiros, os prazos e as demais normas regulamentadoras aplicáveis às linhas de financiamento para investimentos de que trata o art. 8º-a da lei nº 14.947, de 2 Temas a acompanhar: investimento.. Racional base:","A Res. CMN nº 5.309 não é diretamente aplicável mas deve ser monitorada pois estabelece as condições, os encargos financeiros, os prazos e as demais normas regulamentadoras aplicáveis às linhas de financiamento para investimentos de que trata o art. 8º-a da lei nº 14.947, de 2 Temas a acompanhar: investimento.","A Res. CMN nº 5.309 não é diretamente aplicável mas deve ser monitorada pois estabelece as condições, os encargos financeiros, os prazos e as demais normas regulamentadoras aplicáveis às linhas de financiamento para investimentos de que trata o art. 8º-a da lei nº 14.947, de 2 Temas a acompanhar: investimento.","BAIXO","[Impacto Operacional] Score: BAIXO (1/4) | Justificativa: Impacto operacional não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Regulatório] Score: BAIXO (1/4) | Justificativa: Impacto regulatório não identificado ou mínimo. | Evidências: nenhuma evidência direta
[Impacto Financeiro] Score: MÉDIO (2/4) | Justificativa: Impacto financeiro moderado: encargo. | Evidências: encargo
[Impacto em Clientes] Score: BAIXO (1/4) | Justificativa: Impacto em clientes não identificado. | Evidências: nenhuma evidência direta

Score consolidado: BAIXO (média ponderada: 1.22/4.0, divisor 4.5)
Lógica: Score médio ponderado: 1.22/4.0 (divisor 4.5)
Fórmula: Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, dividido por 4.5. Se qualquer pilar=CRÍTICO → mínimo ALTO.","{""operacional"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto operacional não identificado ou mínimo."", ""evidencias"": []}, ""regulatorio"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto regulatório não identificado ou mínimo."", ""evidencias"": []}, ""financeiro"": {""score"": ""MÉDIO"", ""score_numerico"": 2, ""justificativa"": ""Impacto financeiro moderado: encargo."", ""evidencias"": [""encargo""]}, ""clientes"": {""score"": ""BAIXO"", ""score_numerico"": 1, ""justificativa"": ""Impacto em clientes não identificado."", ""evidencias"": []}, ""consolidado"": {""score"": ""BAIXO"", ""score_numerico"": 1.2222222222222223, ""justificativa"": ""Score médio ponderado: 1.22/4.0 (divisor 4.5)"", ""formula"": ""Operacional×1.0 + Regulatório×1.5 + Financeiro×1.0 + Clientes×1.0, divisor=4.5""}}","","[]","null","null","null","null","null","null","[]","[]","ementa","BAIXA","0.5","0","","0f0542b6e30910fa06f1f4beeb715fff55737036","null"
